study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJNA393472	SAMN07515298	SRX3103529	SRR5944959	1632839	human vaginal metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5944959/SRR5944959_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5944959/SRR5944959_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/009/SRR5944959
PRJNA393472	SAMN07515378	SRX3103528	SRR5944960	1632839	human vaginal metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5944960/SRR5944960_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5944960/SRR5944960_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/000/SRR5944960
PRJNA393472	SAMN07515377	SRX3103527	SRR5944961	1632839	human vaginal metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5944961/SRR5944961_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5944961/SRR5944961_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/001/SRR5944961
PRJNA393472	SAMN07515376	SRX3103526	SRR5944962	1632839	human vaginal metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5944962/SRR5944962_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5944962/SRR5944962_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/002/SRR5944962
PRJNA393472	SAMN07515375	SRX3103525	SRR5944963	1632839	human vaginal metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5944963/SRR5944963_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5944963/SRR5944963_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/003/SRR5944963
PRJNA393472	SAMN07515374	SRX3103524	SRR5944964	1632839	human vaginal metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5944964/SRR5944964_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5944964/SRR5944964_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/004/SRR5944964
PRJNA393472	SAMN07515373	SRX3103523	SRR5944965	1632839	human vaginal metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5944965/SRR5944965_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5944965/SRR5944965_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/005/SRR5944965
PRJNA393472	SAMN07515372	SRX3103522	SRR5944966	1632839	human vaginal metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5944966/SRR5944966_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5944966/SRR5944966_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/006/SRR5944966
PRJNA393472	SAMN07515371	SRX3103521	SRR5944967	1632839	human vaginal metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5944967/SRR5944967_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5944967/SRR5944967_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/007/SRR5944967
PRJNA393472	SAMN07515380	SRX3103520	SRR5944968	1632839	human vaginal metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5944968/SRR5944968_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5944968/SRR5944968_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR594/008/SRR5944968
