study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJNA326441	SAMN08500305	SRX3665070	SRR6690158	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR669/008/SRR6690158/SRR6690158.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR669/008/SRR6690158
PRJNA326441	SAMN08500302	SRX3665069	SRR6690159	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR669/009/SRR6690159/SRR6690159.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR669/009/SRR6690159
PRJNA326441	SAMN08500303	SRX3665068	SRR6690160	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR669/000/SRR6690160/SRR6690160.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR669/000/SRR6690160
PRJNA326441	SAMN08500300	SRX3665067	SRR6690161	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR669/001/SRR6690161/SRR6690161.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR669/001/SRR6690161
PRJNA326441	SAMN08500301	SRX3665066	SRR6690162	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR669/002/SRR6690162/SRR6690162.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR669/002/SRR6690162
PRJNA326441	SAMN08500308	SRX3665065	SRR6690163	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR669/003/SRR6690163/SRR6690163.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR669/003/SRR6690163
PRJNA326441	SAMN08500309	SRX3665064	SRR6690164	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR669/004/SRR6690164/SRR6690164.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR669/004/SRR6690164
PRJNA326441	SAMN08500212	SRX3665063	SRR6690165	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR669/005/SRR6690165/SRR6690165.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR669/005/SRR6690165
PRJNA326441	SAMN08500213	SRX3665062	SRR6690166	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR669/006/SRR6690166/SRR6690166.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR669/006/SRR6690166
PRJNA326441	SAMN08500319	SRX3665061	SRR6690167	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR669/007/SRR6690167/SRR6690167.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR669/007/SRR6690167
PRJNA326441	SAMN08500238	SRX3665060	SRR6690168	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR669/008/SRR6690168/SRR6690168.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR669/008/SRR6690168
PRJNA326441	SAMN08500239	SRX3665059	SRR6690169	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR669/009/SRR6690169/SRR6690169.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR669/009/SRR6690169
PRJNA326441	SAMN08500218	SRX3665058	SRR6690170	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR669/000/SRR6690170/SRR6690170.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR669/000/SRR6690170
PRJNA326441	SAMN08500232	SRX3665057	SRR6690171	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR669/001/SRR6690171/SRR6690171.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR669/001/SRR6690171
PRJNA326441	SAMN08500233	SRX3665056	SRR6690172	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR669/002/SRR6690172/SRR6690172.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR669/002/SRR6690172
PRJNA326441	SAMN08500219	SRX3665055	SRR6690173	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR669/003/SRR6690173/SRR6690173.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR669/003/SRR6690173
PRJNA326441	SAMN08500231	SRX3665054	SRR6690174	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR669/004/SRR6690174/SRR6690174.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR669/004/SRR6690174
PRJNA326441	SAMN08500236	SRX3665053	SRR6690175	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR669/005/SRR6690175/SRR6690175.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR669/005/SRR6690175
PRJNA326441	SAMN08500237	SRX3665052	SRR6690176	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR669/006/SRR6690176/SRR6690176.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR669/006/SRR6690176
PRJNA326441	SAMN08500234	SRX3665051	SRR6690177	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR669/007/SRR6690177/SRR6690177.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR669/007/SRR6690177
PRJNA326441	SAMN08500235	SRX3665050	SRR6690178	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR669/008/SRR6690178/SRR6690178.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR669/008/SRR6690178
PRJNA326441	SAMN08500059	SRX3665049	SRR6690179	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR669/009/SRR6690179/SRR6690179.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR669/009/SRR6690179
PRJNA326441	SAMN08500058	SRX3665048	SRR6690180	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR669/000/SRR6690180/SRR6690180.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR669/000/SRR6690180
PRJNA326441	SAMN08500051	SRX3665047	SRR6690181	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR669/001/SRR6690181/SRR6690181.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR669/001/SRR6690181
PRJNA326441	SAMN08500050	SRX3665046	SRR6690182	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR669/002/SRR6690182/SRR6690182.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR669/002/SRR6690182
PRJNA326441	SAMN08500053	SRX3665045	SRR6690183	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR669/003/SRR6690183/SRR6690183.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR669/003/SRR6690183
PRJNA326441	SAMN08500052	SRX3665044	SRR6690184	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR669/004/SRR6690184/SRR6690184.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR669/004/SRR6690184
PRJNA326441	SAMN08500055	SRX3665043	SRR6690185	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR669/005/SRR6690185/SRR6690185.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR669/005/SRR6690185
