study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJEB21446	SAMEA104137461	ERX2073936	ERR2014354	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2014354/ERR2014354_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2014354/ERR2014354_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR201/ERR2014354/04_001_a_cl_mRNA_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR201/ERR2014354/04_001_a_cl_mRNA_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR201/004/ERR2014354
PRJEB21446	SAMEA104137462	ERX2073937	ERR2014355	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2014355/ERR2014355_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2014355/ERR2014355_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR201/ERR2014355/04_001_b_cl_mRNA_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR201/ERR2014355/04_001_b_cl_mRNA_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR201/005/ERR2014355
PRJEB21446	SAMEA104137463	ERX2073938	ERR2014356	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2014356/ERR2014356_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2014356/ERR2014356_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR201/ERR2014356/04_001_c_cl_mRNA_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR201/ERR2014356/04_001_c_cl_mRNA_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR201/006/ERR2014356
PRJEB21446	SAMEA104137464	ERX2073939	ERR2014357	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2014357/ERR2014357_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2014357/ERR2014357_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR201/ERR2014357/04_001_d_cl_mRNA_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR201/ERR2014357/04_001_d_cl_mRNA_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR201/007/ERR2014357
PRJEB21446	SAMEA104137465	ERX2073940	ERR2014358	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2014358/ERR2014358_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2014358/ERR2014358_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR201/ERR2014358/04_001_e_cl_mRNA_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR201/ERR2014358/04_001_e_cl_mRNA_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR201/008/ERR2014358
PRJEB21446	SAMEA104137466	ERX2073941	ERR2014359	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2014359/ERR2014359_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2014359/ERR2014359_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR201/ERR2014359/05_001_a_cl_mRNA_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR201/ERR2014359/05_001_a_cl_mRNA_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR201/009/ERR2014359
PRJEB21446	SAMEA104137467	ERX2073942	ERR2014360	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2014360/ERR2014360_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2014360/ERR2014360_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR201/ERR2014360/05_001_b_cl_mRNA_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR201/ERR2014360/05_001_b_cl_mRNA_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR201/000/ERR2014360
PRJEB21446	SAMEA104137468	ERX2073943	ERR2014361	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2014361/ERR2014361_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2014361/ERR2014361_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR201/ERR2014361/05_012_a_cl_mRNA_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR201/ERR2014361/05_012_a_cl_mRNA_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR201/001/ERR2014361
PRJEB21446	SAMEA104137469	ERX2073944	ERR2014362	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2014362/ERR2014362_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2014362/ERR2014362_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR201/ERR2014362/05_012_b_cl_mRNA_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR201/ERR2014362/05_012_b_cl_mRNA_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR201/002/ERR2014362
PRJEB21446	SAMEA104137470	ERX2073945	ERR2014363	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2014363/ERR2014363_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2014363/ERR2014363_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR201/ERR2014363/06_001_a_cl_mRNA_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR201/ERR2014363/06_001_a_cl_mRNA_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR201/003/ERR2014363
