study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJNA175553	SAMN01180277	SRX188937	SRR575085	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR575/SRR575085/SRR575085.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR575/SRR575085
PRJNA175553	SAMN01180277	SRX188938	SRR575086	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR575/SRR575086/SRR575086.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR575/SRR575086
PRJNA175553	SAMN01758852	SRX188941	SRR575090	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR575/SRR575090/SRR575090.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR575/SRR575090
PRJNA175553	SAMN01737711	SRX191172	SRR579566	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579566/SRR579566.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR579/SRR579566
PRJNA175553	SAMN01758326	SRX191240	SRR579636	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579636/SRR579636.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR579/SRR579636
PRJNA175553	SAMN01758338	SRX191528	SRR579959	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579959/SRR579959.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR579/SRR579959
PRJNA175553	SAMN01758338	SRX191529	SRR579960	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579960/SRR579960.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR579/SRR579960
PRJNA175553	SAMN01758339	SRX191530	SRR579961	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579961/SRR579961.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR579/SRR579961
PRJNA175553	SAMN01758339	SRX191531	SRR579962	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579962/SRR579962.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR579/SRR579962
PRJNA175553	SAMN01758340	SRX191532	SRR579963	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579963/SRR579963.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR579/SRR579963
PRJNA175553	SAMN01758340	SRX191533	SRR579964	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579964/SRR579964.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR579/SRR579964
PRJNA175553	SAMN01758341	SRX191534	SRR579965	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579965/SRR579965.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR579/SRR579965
PRJNA175553	SAMN01758341	SRX191535	SRR579966	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579966/SRR579966.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR579/SRR579966
PRJNA175553	SAMN01758342	SRX191536	SRR579967	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579967/SRR579967.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR579/SRR579967
PRJNA175553	SAMN01758342	SRX191537	SRR579968	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579968/SRR579968.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR579/SRR579968
PRJNA175553	SAMN01758343	SRX191538	SRR579969	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579969/SRR579969.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR579/SRR579969
PRJNA175553	SAMN01758343	SRX191539	SRR579970	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579970/SRR579970.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR579/SRR579970
PRJNA175553	SAMN01758344	SRX191540	SRR579971	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579971/SRR579971.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR579/SRR579971
PRJNA175553	SAMN01758344	SRX191541	SRR579972	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579972/SRR579972.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR579/SRR579972
PRJNA175553	SAMN01758345	SRX191542	SRR579973	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579973/SRR579973.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR579/SRR579973
PRJNA175553	SAMN01758345	SRX191543	SRR579974	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579974/SRR579974.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR579/SRR579974
PRJNA175553	SAMN01758346	SRX191544	SRR579975	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/SRR579975/SRR579975.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR579/SRR579975
