study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJEB5760	SAMEA2394059	ERX417945	ERR451573	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR451/ERR451573/ERR451573.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR451/ERR451573/C_017650.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR451/ERR451573
PRJEB5760	SAMEA2394060	ERX417946	ERR451574	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR451/ERR451574/ERR451574.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR451/ERR451574/C_017651.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR451/ERR451574
PRJEB5760	SAMEA2394061	ERX417947	ERR451575	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR451/ERR451575/ERR451575.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR451/ERR451575/C_017652.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR451/ERR451575
PRJEB5760	SAMEA2394062	ERX417948	ERR451576	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR451/ERR451576/ERR451576.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR451/ERR451576/C_017653.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR451/ERR451576
PRJEB5760	SAMEA2394063	ERX417949	ERR451577	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR451/ERR451577/ERR451577.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR451/ERR451577/C_017654.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR451/ERR451577
PRJEB5760	SAMEA2394064	ERX417950	ERR451578	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR451/ERR451578/ERR451578.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR451/ERR451578/C_017655.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR451/ERR451578
PRJEB5760	SAMEA2394065	ERX417951	ERR451579	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR451/ERR451579/ERR451579.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR451/ERR451579/C_017656.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR451/ERR451579
PRJEB5760	SAMEA2394066	ERX417952	ERR451580	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR451/ERR451580/ERR451580.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR451/ERR451580/C_017963.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR451/ERR451580
PRJEB5760	SAMEA2394067	ERX417953	ERR451581	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR451/ERR451581/ERR451581.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR451/ERR451581/C_017964.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR451/ERR451581
PRJEB5760	SAMEA2394068	ERX417954	ERR451582	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR451/ERR451582/ERR451582.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR451/ERR451582/C_017965.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR451/ERR451582
