study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJEB12500	SAMEA3731873	ERX1297359	ERR1225147	1632839	human vaginal metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/007/ERR1225147/ERR1225147.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR122/ERR1225147/V000.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR122/007/ERR1225147
PRJEB12500	SAMEA3731874	ERX1297360	ERR1225148	1632839	human vaginal metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/008/ERR1225148/ERR1225148.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR122/ERR1225148/V001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR122/008/ERR1225148
PRJEB12500	SAMEA3731875	ERX1297361	ERR1225149	1632839	human vaginal metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/009/ERR1225149/ERR1225149.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR122/ERR1225149/V002.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR122/009/ERR1225149
PRJEB12500	SAMEA3731876	ERX1297362	ERR1225150	1632839	human vaginal metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/000/ERR1225150/ERR1225150.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR122/ERR1225150/V003.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR122/000/ERR1225150
PRJEB12500	SAMEA3731877	ERX1297363	ERR1225151	1632839	human vaginal metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/001/ERR1225151/ERR1225151.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR122/ERR1225151/V004.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR122/001/ERR1225151
PRJEB12500	SAMEA3731878	ERX1297364	ERR1225152	1632839	human vaginal metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/002/ERR1225152/ERR1225152.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR122/ERR1225152/V005.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR122/002/ERR1225152
PRJEB12500	SAMEA3731879	ERX1297365	ERR1225153	1632839	human vaginal metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/003/ERR1225153/ERR1225153.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR122/ERR1225153/V006.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR122/003/ERR1225153
PRJEB12500	SAMEA3731880	ERX1297366	ERR1225154	1632839	human vaginal metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/004/ERR1225154/ERR1225154.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR122/ERR1225154/V007.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR122/004/ERR1225154
PRJEB12500	SAMEA3731881	ERX1297367	ERR1225155	1632839	human vaginal metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/005/ERR1225155/ERR1225155.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR122/ERR1225155/V008.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR122/005/ERR1225155
PRJEB12500	SAMEA3731882	ERX1297368	ERR1225156	1632839	human vaginal metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR122/006/ERR1225156/ERR1225156.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR122/ERR1225156/V009.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR122/006/ERR1225156
